loss
-22.4936
-56.3017
-64.7317
-63.7718
-70.7865
-56.1494
-89.3489
-96.1415
-99.969
-103.115
-105.779
-108.128
-109.916
-111.71
-113.479
-114.842
-116.436
-117.741
-117.706
-118.551
-120.348
-121.371
-122.344
-123.123
-123.721
-124.632
-125.378
-126.227
-127.74
-127.526
-128.35
-129.41
-130.169
-130.184
-130.599
-131.638
-131.351
-132.277
-133.068
-133.115
-133.935
-134.308
-134.009
-133.812
-134.776
-135.615
-136.006
-135.856
-136.131
-136.051
-136.762
-136.703
-137.457
-137.58
-137.379
-138.333
-138.707
-138.557
-137.932
-139.402
-139.032
-139.595
-139.975
-139.984
-140.194
-140.58
-140.77
-141.285
-140.766
-141.44
-141.734
-142.147
-141.99
-142.657
-142.504
-142.365
-143.765
-143.08
-142.767
-143.301
-143.641
