loss
-14.4399
-40.0288
-39.3852
-32.3981
-40.9445
-51.0977
-54.2179
-56.2473
-55.8952
-56.3842
-49.4345
-36.1652
-55.4569
-58.5086
-59.166
-60.8776
-61.0377
-61.5565
-62.5729
-63.0278
-62.6382
-65.198
-64.1149
-65.5626
-65.752
-66.2079
-66.4806
-66.4957
-66.4537
-66.8571
-67.257
-67.3241
