loss
16606.7
-55.4935
-65.4126
-69.8817
-71.9658
-73.2748
-77.0353
-74.2073
-79.3792
-78.3331
-77.096
-79.1566
-76.886
-78.5708
-79.8117
-83.1306
-79.7509
-83.966
-83.3752
-85.5853
-87.1935
-86.3277
-87.3974
-86.3225
-85.7256
-85.1193
-88.7939
-87.2612
-87.981
-86.8864
-91.1155
-92.1972
