loss
-10.8391
-59.2027
-58.8592
-60.7126
-61.71
-60.3374
-63.7105
-60.7662
-61.3373
-53.958
-46.2467
-25.3505
-55.2807
-63.8301
-57.9905
-62.7804
-66.4174
-65.4203
-69.1981
-70.8547
-68.3251
-69.3082
-71.3879
-71.8318
-71.6641
-72.6673
-73.7369
-73.8771
-74.4931
-74.7007
-76.2175
-75.2733
