loss
-13.4853
-29.7483
-30.9961
-33.3574
-33.1174
-27.3909
-32.6055
-30.4481
-29.0972
-29.5656
-27.7265
-30.6972
-34.6967
-37.2527
-39.3531
-30.8733
-35.048
-38.4989
-39.2371
-38.7109
-39.1015
-41.6442
-41.9207
-41.9853
-42.0523
-44.4725
-44.3677
-44.774
-45.1573
-45.5679
-45.0407
-45.5719
-47.8767
-47.2789
-46.4175
-47.4859
-48.1296
-47.9728
-47.7434
-48.6525
-48.3685
-48.3356
-48.9982
-49.4463
-49.8997
-49.4187
-49.6716
-49.9123
-49.4624
-49.416
-50.4885
-50.6104
-49.3162
-50.4467
-50.2623
-50.9293
-48.9432
-50.9259
-50.581
-51.4277
-50.4771
-51.121
-50.5993
-51.1102
-50.9899
-50.3608
-50.7656
-51.5036
-51.7433
-51.4929
-51.4565
-50.6825
-50.8457
-51.7335
-51.1192
-51.6699
-50.8587
-50.7609
-52.909
-51.0435
-51.6266
-52.2705
-51.8688
-51.2108
-51.4024
-52.5462
-50.9387
-52.021
-51.564
-52.2305
-52.0614
-52.116
-51.7627
-52.0228
-52.6045
-52.9886
-51.5385
-52.592
-52.4494
-52.4453
-52.6045
-52.3017
-53.0333
-50.939
-52.425
-52.7442
-51.1188
-52.0738
-52.9004
-52.8221
-53.47
-52.1422
-52.6515
-52.5967
-52.3368
-53.0117
-52.5827
-51.7725
-53.3684
-53.198
-52.8949
-52.6741
-53.1441
-53.0539
-52.8708
-52.2088
-51.2108
-52.2241
-52.4519
-51.746
-52.5524
-53.1165
-51.9541
-52.9518
-51.3996
-52.4675
-52.2089
-52.1008
-52.2025
-53.2949
-52.188
-52.8653
-51.5199
-51.6282
-51.6023
-53.6747
-52.1272
-50.7439
-53.045
-52.5809
-51.5349
-51.5541
-53.2145
-52.1732
-52.6095
-50.3154
-52.6939
-51.8045
-52.1545
-51.8579
-50.9098
-52.7108
-52.5004
-52.8085
-50.8055
-50.3946
-53.4256
-53.2734
-49.6681
-51.7723
-51.0925
-50.7661
-50.8939
-52.1302
-50.0647
-51.2497
-51.241
-50.1191
-50.642
-51.5797
-51.86
-50.1698
-52.5674
-48.6107
-52.119
-50.6152
-51.5752
-51.956
-47.7894
