loss
-33.3858
-67.3318
-74.542
-79.5083
-84.029
-83.0771
-90.8588
-94.9288
-99.1087
-101.332
-98.8979
-101.027
-102.001
-98.172
-101.572
-102.577
-103.826
-100.505
-102.008
-100.375
-100.322
-98.975
-99.6469
-101.883
-107.637
-105.798
-103.298
-102.982
-100.703
-103.621
-105.342
-102.554
-102.502
-105.294
-107.436
-105.309
-108.74
-103.331
-105.285
-104.222
-105.402
-104.527
-107.478
-110.274
-113.83
-116.458
-120.674
-123.671
-122.026
-123.608
-121.182
-118.156
-122.824
-118.289
-122.184
-123.806
-122.61
-118.315
-123.695
-125.683
-127.544
-126.093
-126.169
-125.618
-122.153
-118.227
-123.443
-122.753
-124.438
-126.515
-130.883
-133.8
-138.896
-139.519
-139.647
-139.277
-140.647
-140.686
-141.624
-141.537
-142.325
