loss
-12.4957
-30.6102
-36.7826
-40.8424
-43.6391
-45.9692
-47.6152
-48.8976
-50.2258
-51.3894
-52.2345
-52.499
-53.5593
-54.0846
-54.7158
-54.8784
-55.4062
-56.2612
-56.0988
-56.188
-57.0095
-57.3166
-57.4166
-57.8285
-57.667
-58.3451
-58.5319
-58.8576
-58.7113
-59.3376
-59.282
-59.5997
