loss
-10.568
-31.6695
-39.6355
-38.7083
-46.4745
-49.6242
-50.9539
-52.9459
-53.7757
-54.5092
-55.3329
-56.1171
-57.1316
-57.6266
-58.301
-58.9074
-59.3234
-60.0699
-60.0348
-60.571
-61.1257
-61.9096
-61.9998
-62.6617
-62.9064
-63.6273
-64.0492
-64.5338
-65.4543
-65.8401
-66.234
-66.7229
