loss
236.365
-111.684
-120.278
-131.061
-141.938
-139.113
-138.087
-144.552
-145.022
-149.25
-147.92
-149.475
-150.614
-136.639
-136.829
-124.106
-97.5222
-141.896
-125.584
-143.088
-150.369
-158.777
-164.921
-161.699
-165.504
-165.038
-164.436
-170.233
-170.426
-171.848
-169.983
-169.411
-169.201
-175.103
-174.09
-172.813
-174.471
-176.204
-175.834
-175.381
-174.148
-176.11
-176.935
-178.575
-173.132
-177.86
-179.479
-180.71
-178.346
-180.314
-182.754
-177.441
-178.835
-182.124
-180.179
-180.67
-181.704
-180.033
-183.174
-178.438
-180.349
-184.164
-181.529
-181.11
-182.368
-183.671
-185.11
-180.376
-182.959
-183.38
-180.512
-181.033
-184.394
-186.397
-183.597
-184.409
-186.222
-182.353
-182.398
-182.758
-186.536
