loss
-22.6114
-54.8214
-65.9088
-73.2983
-78.9182
-83.5535
-87.3832
-90.761
-93.6462
-96.5456
-98.6701
-100.827
-102.83
-104.944
-106.313
-107.985
-109.283
-110.575
-111.925
-113.132
-114.095
-115.485
-116.424
-117.583
-118.499
-119.294
-119.83
-120.927
-121.588
-122.172
-123.007
-123.581
-124.08
-124.424
-125.583
-126.406
-126.66
-127.504
-127.856
-128.517
-128.561
-129.741
-129.721
-130.374
-131.061
-130.831
-131.648
-132.018
-132.604
-132.757
-133.376
-133.626
-134.402
-133.811
-134.57
-135.705
-135.646
-136.022
-135.656
-136.827
-137.075
-137.031
-137.659
-137.53
-137.819
-138.344
-139.146
-139.16
-138.615
-139.527
-139.201
-140.215
-139.503
-140.725
-140.997
-141.0
-141.002
-141.481
-141.66
-141.824
-142.301
