loss
-5.1608
-31.5417
-36.9074
-38.8701
-40.75
-42.8851
-43.4624
-44.2987
-45.6068
-44.8194
-45.6524
-45.435
-49.1135
-51.4911
-53.3428
-54.5047
-55.7638
-55.9315
-56.7088
-57.3375
-58.0224
-58.5299
-59.0185
-59.4612
-59.898
-60.3111
-60.4999
-60.9318
-61.0546
-61.4918
-61.737
-62.1234
